name,singer,lyric
Mùa Đông Không Lạnh Nữa,Hồ Trung Dũng,"Bài Hát: Mùa Đông Không Lạnh Nữa. Ca Sĩ: Hồ Trung Dũng. Em. Ngoài kia gió đông đang về vây quanh.. Em. Ngoài kia phố khuya buồn tênh.. Anh. Nhìn em lặng yên run run vai gầy.. Anh. Nhìn em cảm thấy càng thấy thương hơn.. Đêm đông kia dài lắm.. Đôi vai em gầy lắm.. Đôi vai em cần lắm ... đôi vai. Cầm tay anh người nhé. Để anh dìu em bước qua đông dài.. Tựa vai anh thật khẽ. Hỡi em. Tìm hơi ấm quen.. Mùa đông không lạnh nữa. Hỡi em. Nụ môi anh còn vẫn đợi.. Mùa đông không lạnh nữa. Hỡi em. Nếu môi tìm về môi nhau.. Cầm tay anh người nhé. Hỡi em về đây với anh, đêm này.. Mình yêu nhau người nhé. Có nhau, bờ vai sát vai.. Mùa đông không lạnh nữa. Hỡi em. Tình yêu anh còn vẫn gọi.. Gọi tên em để biết. Biết em. Cũng luôn tìm về nơi anh.. Em. Ngoài kia gió đông đang về vây quanh.. Em. Ngoài kia phố khuya buồn tênh.. Anh. Nhìn em lặng yên run run vai gầy.. Anh. Nhìn em cảm thấy càng thấy thương hơn.. Đêm đông kia dài lắm.. Đôi vai em gầy lắm.. Đôi vai em cần lắm ... đôi vai. Cầm tay anh người nhé. Để anh dìu em bước qua đông dài.. Tựa vai anh thật khẽ. Hỡi em. Tìm hơi ấm quen.. Mùa đông không lạnh nữa. Hỡi em. Nụ môi anh còn vẫn đợi.. Mùa đông không lạnh nữa. Hỡi em. Nếu môi tìm về môi nhau.. Cứ thế nhé, xiết tay anh phút giây này.. Sẽ đến lúc, nắng mai lên, tan đêm dài.. Hãy để anh ôm em chặt, ấm vòng tay.. Những đắm say, xua cơn lạnh của mùa đông.. Cầm tay anh người nhé. Hỡi em về đây với anh, đêm này.. Mình yêu nhau người nhé. Có nhau, bờ vai sát vai.. Mùa đông không lạnh nữa. Hỡi em. Tình yêu anh còn vẫn gọi.. Gọi tên em để biết. Biết em. Cũng luôn tìm về nơi anh.. Gọi tên em để biết. Biết em. Cũng luôn tìm về ... nơi anh."
Nỗi Buồn Theo Cùng Mùa Đông,Nam Vương Bảo Lê,Bóng đêm dần tàn. Gửi lại chút vấn vương. Đường xưa in nhớ thương. Hằn sâu trong tâm trí. Bước đôi chân vội vàng. Đoạn đường nay vắng tênh. Chợt nhìn lại đã không còn ai. Tuyết đã rơi nhiều hơn. Giờ này em ở đâu. Lạnh lắm em biết không. Ngỡ như mưa trong lòng. Buốt con tim kìm lại. Giọt lệ trên khóe mi. Sâu tận tâm can. Nỗi buồn chẳng tan. Hạnh phúc của anh. Chỉ có em bên đời. Cớ sao trời cao kia. Ngăn cách mình hai nơi. Thế gian rộng lớn. Sao ta cứ phải cô đơn. Giữa muôn vạn người. Sao cứ phải là em. Giờ thiên đường ấy. Em thấy có vui không. Nỡ bỏ lại nơi đây. Một người ôm cay đắng. Làm sao để quên đi. Niềm đau giấu trong tim. Có chăng là nỗi buồn. Theo ta cùng mùa đông. Em đã đi xa thật rồi. Để lại đây mình anh. Giữa trời đông lạnh căm. Nỗi đau cùng tuyết rơi. Tuyết đã rơi nhiều hơn. Giờ này em ở đâu. Lạnh lắm em biết không. Ngỡ như mưa trong lòng. Buốt con tim kìm lại. Giọt lệ trên khóe mi. Sâu tận tâm can. Nỗi buồn chẳng tan. Hạnh phúc của anh. Chỉ có em bên đời. Cớ sao trời cao kia. Ngăn cách mình hai nơi. Thế gian rộng lớn. Sao ta cứ phải cô đơn. Giữa muôn vạn người. Sao cứ phải là em. Giờ thiên đường ấy. Em thấy có vui không. Nỡ bỏ lại nơi đây. Một người ôm cay đắng. Làm sao để quên đi. Niềm đau giấu trong tim. Có chăng là nỗi buồn. Theo ta cùng mùa đông. Hạnh phúc của anh. Chỉ có em bên đời. Cớ sao trời cao kia. Ngăn cách mình hai nơi. Thế gian rộng lớn. Sao ta cứ phải cô đơn. Giữa muôn vạn người. Sao cứ phải là em. Giờ thiên đường ấy. Em thấy có vui không. Nỡ bỏ lại nơi đây. Một người ôm cay đắng. Làm sao để quên đi. Niềm đau giấu trong tim. Có chăng là nỗi buồn. Theo ta cùng mùa đông. Làm sao để quên đi. Niềm đau giấu trong tim. Có chăng là nỗi buồn. Theo ta cùng mùa đông
Em Quên Mùa Đông,Lam Trường,"Em đi rồi. Em đi một mùa đông. Em đi rồi. Em quên một dòng sông. Em đi rồi. Từ đây.... Từng con sóng. Vỗ trong lòng. Đời mênh mông, mênh mông. Em đi rồi. Anh ở lại mùa đông. Em đi rồi. Em bỏ lại dòng sông. Em đi rồi. Đời anh. Như nỗi sóng. Bóng sông dài. Lồng lộng. Mấy mùa đông.. Biết..... Em quên mùa đông. Quên tình đầu sao em. Tiễn..... Em qua dòng sông. Nước vẫn xanh một dòng. Sao em quên em quên. Bóng con đò năm ấy. Biết em quên tình anh. Như một lần sang sông. Tiễn em đi mùa đông. Tiếng mưa rơi lạnh lùng. Ai ca câu ca xưa. Giữa đôi bờ cát trắng. Biết ..... Em quên mùa đông. Quên được tình xưa không. Biết...... Em quên mùa đông. Quên được người xưa không.. Em đi rồi. Anh ở lại mùa đông. Em đi rồi. Em bỏ lại dòng sông. Em đi rồi. Đời anh. Như nỗi sóng. Bóng sông dài. Lồng lộng. Mấy mùa đông.. Biết..... Em quên mùa đông. Quên tình đầu sao em. Tiễn..... Em qua dòng sông. Nước vẫn xanh một dòng. Sao em quên em quên. Bóng con đò năm ấy. Biết em quên tình anh. Như một lần sang sông. Tiễn em đi mùa đông. Tiếng mưa rơi lạnh lùng. Ai ca câu ca xưa. Giữa đôi bờ cát trắng. Biết ..... Em quên mùa đông. Quên được tình xưa không. Biết...... Em quên mùa đông. Quên được người xưa không.. Biết..... Em quên mùa đông. Quên tình đầu sao em. Tiễn..... Em qua dòng sông. Nước vẫn xanh một dòng. Sao em quên em quên. Bóng con đò năm ấy. Biết ..... Em quên mùa đông. Quên được tình xưa không. Biết...... Em quên mùa đông. Quên được người xưa không.. Biết ..... Em quên mùa đông. Quên được tình xưa không. Biết...... Em quên mùa đông. Quên..... Được người..... Xưa không......"
Mùa Đông Và Mưa,3288,Tôi và em gặp nhau. Một chiều gió đông và mưa vừa qua. Lòng hân hoan khi em. Đã hé môi cười xong lườm tôi. Tôi thương em từ lâu. Mà chẳng dám ra hẹn em một câu. Vì bên em thời gian trôi rất mau. Tôi và em dạo quanh. Một chiều gió đông và mưa vừa tan. Chiều hôm nay tôi có một vòng tay. Rồi mùa đông và mưa lại sang. Khiến trái tim này chợt băng giá. Nên tôi muốn được. Ôm em thêm một chút thôi. Hạnh phúc đây rồi chờ tôi theo với. Mình cùng sánh vai. Ta đến cuối nơi chân trời. Chờ giây phút yên bình. Và con tim khẽ buông lơi. Để nói một lời. Em hãy làm người yêu anh nhé. Mưa mây đông em một mình lẻ loi. Mưa mây đông và hai chúng ta. Tôi và em dạo quanh. Một chiều gió đông và mưa vừa tan. Chiều hôm nay tôi có một vòng tay. Rồi mùa đông và mưa lại sang. Khiến trái tim này chợt băng giá. Nên tôi muốn được. Ôm em thêm một chút thôi. Hạnh phúc đây rồi chờ tôi theo với. Mình cùng sánh vai. Ta đến cuối nơi chân trời. Chờ giây phút yên bình. Và con tim khẽ buông lơi. Để nói một lời. Em hãy làm người yêu anh nha. Chờ giây phút yên bình. Và con tim khẽ buông lơi. Để nói một lời. Em hãy làm người yêu anh nhá
"Nỗi Nhớ Mùa Đông, Cửa Sổ Mùa Đông","Thu Phương, Bằng Kiều",Làm sao về được mùa đông. Dòng sông đôi bờ cát trắng. Làm sao về được mùa đông. Để nghe chuông chiều xa vắng. Thôi đành ru lòng mình vậy. Vờ như mùa đông đã về. Dường như ai đi ngang cửa. Gió mùa đông bắc se lòng. Chút lá thu vàng đã rụng. Chiều nay cũng bỏ ta đi. Nằm nghe xôn xao tiếng đời. Mà ngỡ ai đó nói cười. Bỗng nhớ cánh buồm xưa ấy. Giờ đây cũng bỏ ta đi. Làm sao về được mùa đông. Dòng sông đôi bờ cát trắng. Làm sao về được mùa đông. Để nghe chuông chiều xa vắng. Thôi đành ru lòng mình vậy. Vờ như mùa đông đã về. Làm sao về được mùa đông. Dòng sông đôi bờ cát trắng. Làm sao về được mùa đông. Mùa thu cây cầu đã gãy. Thôi đành ru lòng mình vậy. Vờ như mùa đông đã về. Thôi đành ru lòng mình vậy. Vờ như mùa đông mùa đông đã về. Mùa đông này gió bấc. Mùa đông này khói thuốc. Trắng ô cửa sổ mùa đông mưa. Một đời tôi làm thơ. Một đời tôi mộng mơ. Để rồi đến bây giờ bây giờ. Tìm em làn gió bấc. Tìm em làn khói thuốc. Những ô cửa sổ mùa đông mưa. Làm sao không là thơ. Làm sao không là mơ. Để rồi mãi xa vời mà thôi. Nghe bâng khuâng. Mùa đông mùa đông. Ô cửa sổ xa vắng. Trong cơn mơ mùa đông mùa đông. Em là câu hát buồn. Mưa bay đi và câu tình ca. Mãi chỉ buồn như thế. Tan cơn mơ và em thật xa. Không làm sao giữ lại. Nghe bâng khuâng. Mùa đông mùa đông. Ô cửa sổ xa vắng. Nao nao trong mùa đông mùa đông. Những kỷ niệm thoáng buồn. Mưa bay đi và câu tình ca. Mãi chỉ buồn như thế. Em hay chăng tình yêu của tôi. Mãi ở lại suốt đời
Mùa Đông Khóc,Quách Thành Danh,"Mùa đông đến gió nhẹ. Bay anh ở đây một mình. Bao đêm đông vắng. Em anh buồn âm thầm. Giọt nước mắt anh nhẹ. Lăn em nào đâu hay rằng. Khi yêu em anh đã. Không còn là anh.. Lời em nói yêu mình anh,. Anh còn mang trong lòng. Anh không tin có. Khi em lại vô tình. Nào biết trước em sẽ đi,. Em gạt bao kỷ niệm. Dù anh đang yêu em. Hơn bản thân của anh.. Chợt em nói thôi ta chia tay,. Ta không hợp nhau phải dừng lại. Rồi em đi cho dù anh. Cố giữ chặt tay. Từng câu nói anh nghe. Bên tai vẫn không. Thể tin sự thật này. Từng ngày anh cứ ôm. Nỗi buồn thật đầy.. Mùa đông đến đôi mi anh cay. Khi không còn em như ngày nào. Buồn mênh mông nên. Mùa đông khóc cùng anh. Tại sao cứ yêu em,. Thương em dẫu em. Hôm nay phũ phàng. Bỏ mặc anh với cô đơn. Từng ngày buồn.. Sao em quên mau đi. Tình yêu mà ta từng đã có. Sao em vô tâm,. Sao em quá vô tình. Anh luôn yêu em, yêu hơn. Những gì mà anh từng đã có. Sao em buông tay anh. Khi anh luôn cần em.. Lời em nói yêu mình anh,. Anh còn mang trong lòng. Anh không tin có. Khi em lại vô tình. Nào biết trước em sẽ đi,. Em gạt bao kỷ niệm. Dù anh đang yêu em. Hơn bản thân của anh.. Chợt em nói thôi ta chia tay,. Ta không hợp nhau phải dừng lại. Rồi em đi cho dù anh. Cố giữ chặt tay. Từng câu nói anh nghe. Bên tai vẫn không. Thể tin sự thật này. Từng ngày anh cứ ôm. Nỗi buồn thật đầy.. Mùa đông đến đôi mi anh cay. Khi không còn em như ngày nào. Buồn mênh mông nên. Mùa đông khóc cùng anh. Tại sao cứ yêu em,. Thương em dẫu em. Hôm nay phũ phàng. Bỏ mặc anh với cô đơn. Từng ngày buồn.. Chợt em nói thôi ta chia tay,. Ta không hợp nhau phải dừng lại. Rồi em đi cho dù anh. Cố giữ chặt tay. Từng câu nói anh nghe. Bên tai vẫn không. Thể tin sự thật này. Từng ngày anh cứ ôm. Nỗi buồn thật đầy.. Mùa đông đến đôi mi anh cay. Khi không còn em như ngày nào. Buồn mênh mông nên. Mùa đông khóc cùng anh. Tại sao cứ yêu em,. Thương em dẫu em. Hôm nay phũ phàng. Bỏ mặc anh với cô đơn. Từng ngày buồn.. Sao em quên mau đi. Tình yêu mà ta từng đã có. Sao em vô tâm,. Sao em quá vô tình. Anh luôn yêu em, yêu hơn. Những gì mà anh từng đã có. Sao em buông tay anh. Khi anh luôn cần em."
Nỗi Nhớ Mùa Đông,Lệ Quyên,..::: Nỗi Nhớ Mùa Đông :::... Lệ Quyên. Dường như ai đi ngang cửa.. Gió mùa đông bắc se lạnh.. Chút lá thu vàng đã rụng.. Chiều nay cũng bỏ ta đi.. Nằm nghe xôn xao tiếng đời.. Mà ngỡ ai đó nói cười.. Bỗng nhớ cánh buồm xưa ấy.. Giờ đây cũng bỏ ta đi.. Làm sao về được mùa đông.. Dòng sông đôi bờ cát trắng.. Làm sao về được mùa đông.. Để nghe chuông chiều xa vắng.. Thôi đành ru lòng mình vậy.. Vờ như mùa đông đã về.. Dường như ai đi ngang cửa.. Gió mùa đông bắc se lạnh.. Chút lá thu vàng đã rụng.. Chiều nay cũng bỏ ta đi.. Nằm nghe xôn xao tiếng đời.. Mà ngỡ ai đó nói cười.. Bỗng nhớ cánh buồm xưa ấy.. Giờ đây cũng bỏ ta đi.. Làm sao về được mùa đông.. Dòng sông đôi bờ cát trắng.. Làm sao về được mùa đông.. Để nghe chuông chiều xa vắng.. Thôi đành ru lòng mình vậy.. Vờ như mùa đông đã về.. Làm sao về được mùa đông.. Dòng sông đôi bờ cát trắng.. Làm sao về được mùa đông.. Mùa thu cây cầu đã gãy.. Thôi đành ru lòng mình vậy.. Vờ như mùa đông đã về.. Thôi đành ru lòng mình vậy.. Vờ như..... mùa đông.... đã về.
Hương Vị Mùa Đông,Kai Đinh,"Trời lạnh căm, rét run. Em lạnh lắm không. Anh nói rồi ôm em. Hương vị của mùa đông. Chiều ra phố, áo len. Khăn choàng quanh mình. Mùi cà phê thơm nức. Đèn xung quanh lung linh. Ngày mình mới gần nhau. Những chiếc hôn còn luôn rất sâu. Ai biết được, thế giới này. Tàn nhẫn như vậy. Đôi khi mình lại. Không hay biết là mình đang yêu. Cho đến khi lòng mình lên tiếng. Mới hay đã yêu quá nhiều. Có những chiều đạp xe ngược gió. Bão tố kia giăng kín lòng. Nhớ về những hương vị mùa đông. Trời về đêm, gió nhiều. Em ngồi sát bên. Quán ăn nghi ngút khói. Đôi má em dần hồng lên. Mùi bánh mới ra. Mùi sữa, có thế thôi. Mùi một sáng tinh tươm. À hạnh phúc đây rồi. Mùi những giấc mơ. Của những đứa trẻ thơ. Ai biết được, thế giới này. Rồi tàn nhẫn như vậy. Đôi khi mình lại. Không hay biết là mình đang yêu. Cho đến khi lòng mình lên tiếng. Mới hay đã yêu quá nhiều. Có những chiều đạp xe ngược gió. Bão tố kia giăng kín lòng. Nhớ về những hương vị mùa đông. Những hương vị mùa đông năm ấy. Có thể nào quên sao. Cuối cùng rồi tình yêu đi mất. Cũng không ai biết giữ cách nào. Chúng ta đều là những đứa bé. Cứ thế khóc mỗi khi tổn thương. Dù biết chẳng có ai thay mình lớn lên. Nếu được, có thể nào đừng lớn lên"
Một Ngày Mùa Đông,Vũ Thảo My,Bài Hát: Một Ngày Mùa Đông. Ca Sĩ: Vũ Thảo My. Rồi một ngày. Trời không biếc xanh. Rồi một ngày. Hàng cây vắng tanh. Và cơn gió. Mang mùa đông tới. Cuốn bay theo đám lá. Vàng rơi. Bờ cỏ này. Giọt sương đã tan. Bậc thềm này. Còn in dấu chân. Mùa đông tới. Em chờ anh mãi. Lá hoa thu sang nay đã. Úa tàn. Giờ đây em biết. Em biết đã mất anh. Rồi đấy. Ngày mùa đông đến nghe. Vắng xa tiếng mưa phùn rơi. Lòng em đau đớn. Nhưng trái tim vẫn như. Thầm nói. Còn yêu mãi. Giờ đây em biết. Em biết đã mất anh. Rồi đấy. Ngày mùa đông đến nghe. Vắng xa tiếng mưa phùn rơi. Lòng em đau đớn. Nhưng trái tim vẫn như. Thầm nói. Em mãi yêu anh. Rồi một ngày. Trời không biếc xanh. Rồi một ngày. Hàng cây vắng tanh. Và cơn gió. Mang mùa đông tới. Cuốn bay theo đám lá. Vàng rơi. Bờ cỏ này. Giọt sương đã tan. Bậc thềm này. Còn in dấu chân. Mùa đông tới. Em chờ anh mãi. Lá hoa thu sang nay đã. Úa tàn. Giờ đây em biết. Em biết đã mất anh. Rồi đấy. Ngày mùa đông đến nghe. Vắng xa tiếng mưa phùn rơi. Lòng em đau đớn. Nhưng trái tim vẫn như. Thầm nói. Còn yêu mãi. Giờ đây em biết. Em biết đã mất anh. Rồi đấy. Ngày mùa đông đến nghe. Vắng xa tiếng mưa phùn rơi. Lòng em đau đớn. Nhưng trái tim vẫn như. Thầm nói. Em mãi yêu. Anh. Giờ đây em biết. Em biết đã mất anh. Rồi đấy. Ngày mùa đông đến nghe. Vắng xa tiếng mưa phùn rơi. Lòng em đau đớn. Nhưng trái tim vẫn như. Thầm nói. Còn yêu mãi. Giờ đây em biết. Em biết đã mất anh. Rồi đấy. Ngày mùa đông đến nghe. Vắng xa tiếng mưa phùn rơi. Lòng em đau đớn. Nhưng trái tim vẫn như. Thầm nói. Em mãi yêu. Anh
Nhớ Anh Mùa Đông,Hương Tràm,Bài Hát: Nhớ Anh Mùa Đông. Ca Sĩ: Hương Tràm. Từ trong mùa đông cánh chim. Màu hoàng hôn đang tan cuối trời. Một màu xanh nằm yên ở đâu rồi. Sao không tới cho mây chiều sáng hơn. Tìm anh mùa đông gió lạnh. Lòng nhìn qua xa xôi chân trời. Vừa hôm qua nằm nghe tiếng em ru. Anh đã nói yêu em thật nhiều. Và ngày đó. Đã biết anh sẽ xa rời em. Mà em vẫn. Thấy đôi chân như muốn ngã. Làm sao để đứng. Giữa muôn ngàn sương. Khi gió mưa đi trên con đường dài. Giờ thành con đường xưa cũ. Rồi một mai chợt thấy anh đứng. Nơi em chuyển mình rất mới. Em sẽ nói với riêng em một lời. Rằng hãy để trái tim kia. Ngủ yên trong sâu thẳm. Nụ cười thoáng trên môi. Trôi qua để chôn giấu. Mỗi mùa đông về đến. Em tìm lại chuyện xa xôi. Dù là chỉ trong tâm tư. Một mình nhớ anh. Là em đã thấy. Con tim ấm hơn rất nhiều. Từ trong mùa đông cánh chim. Màu hoàng hôn đang tan cuối trời. Một màu xanh nằm yên ở đâu rồi. Sao không tới cho mây chiều sáng hơn. Tìm anh mùa đông gió lạnh. Lòng nhìn qua xa xôi chân trời. Vừa hôm qua nằm nghe tiếng em ru. Anh đã nói yêu em thật nhiều. Và ngày đó. Đã biết anh sẽ xa rời em. Mà em vẫn. Thấy đôi chân như muốn ngã. Làm sao để đứng. Giữa muôn ngàn sương. Khi gió mưa đi trên con đường dài. Giờ thành con đường xưa cũ. Rồi một mai chợt thấy anh đứng. Nơi em chuyển mình rất mới. Em sẽ nói với riêng em một lời. Rằng hãy để trái tim kia. Ngủ yên trong sâu thẳm. Nụ cười thoáng trên môi. Trôi qua để chôn giấu. Mỗi mùa đông về đến. Em tìm lại chuyện xa xôi. Dù là chỉ trong tâm tư. Một mình nhớ anh. Là em đã thấy. Con tim ấm hơn rât nhiều. Mùi hương hoa sữa ngát bay. Dẫn lối em đi. Đi vào thật sâu. Tận nơi cuối cùng em đến. Nhớ thêm thật nhiều. Hàng cây khắp đường. Từng đàn chim rủ nhau rất xa. Xa mãi nơi nào về tới tận đâu. Gửi về anh một chút hương đó. Dù chỉ để anh biết tới. Mai chợt thấy anh đứng. Nơi em chuyển mình rất mới. Em sẽ nói với riêng em một lời. Rằng hãy để trái tim kia. Ngủ yên trong sâu thẳm. Nụ cười thoáng trên môi. Trôi qua để chôn giấu. Mỗi mùa đông về đến. Em tìm lại chuyện xa xôi. Dù là chỉ trong tâm tư. Một mình nhớ anh. Là em đã thấy. Con tim ấm hơn rât nhiều
Mãi Mãi Một Mùa Đông,Ưng Hoàng Phúc,ùa Đông. Ca sĩ: Ưng Hoàng Phúc. Biết em giờ đây. Chẳng còn yêu anh. Đắm say tình mới. Một mùa đông ấm. Giá băng về đây. Một mình anh thấu. Cố quên mà sao. Lòng còn yêu em. Biết anh còn yêu. Là còn đau thêm. Biết khi mùa đông. Về là anh sẽ. Nhớ em và bao. Kỉ niệm nơi đây. Khát khao nụ hôn. Ngọt ngào ta trao. Mùa đông đến. Từ ngày không em. Và xuân chẳng. Bao giờ trở lại. Anh đã biết anh sai. Dẫu cho lỗi lầm. Ngày nào em đã thứ tha. Cũng chẳng thể. Nào được như xưa. Vì em cũng. Không quay trở lại. Mùa đông sẽ mãi nơi đây. Sẽ mãi nơi đây. Giá băng. Giá băng con tim này. Biết em giờ đây. Chẳng còn yêu anh. Đắm say tình mới. Một mùa đông ấm. Giá băng về đây. Một mình anh thấu. Cố quên mà sao. Lòng còn yêu em. Biết anh còn yêu. Là còn đau thêm. Biết khi mùa đông. Về là anh sẽ. Nhớ em và bao. Kỉ niệm nơi đây. Khát khao nụ hôn. Ngọt ngào ta trao. Mùa đông đến. Từ ngày không em. Và xuân chẳng. Bao giờ trở lại. Anh đã biết anh sai. Dẫu cho lỗi lầm. Ngày nào em đã thứ tha. Cũng chẳng thể. Nào được như xưa. Vì em cũng. Không quay trở lại. Mùa đông sẽ mãi nơi đây. Sẽ mãi nơi đây. Giá băng. Giá băng con tim này. Mùa đông đến. Từ ngày không em. Và xuân chẳng. Bao giờ trở lại. Anh đã biết anh sai. Dẫu cho lỗi lầm. Ngày nào anh đã thứ tha. Cũng chẳng thể. Nào được như xưa. Vì em cũng. Không quay trở lại. Mùa đông sẽ mãi nơi đây. Sẽ mãi nơi đây. Giá băng. Giá băng con tim này
